==============================================================================
전략 고정번호 적중 목록 — 21~1235회 (맞은 것만)
==============================================================================
각 회차 직전 20회 데이터로 고정번호 후보를 재현하고, 그 회차 실제 당첨번호와 대조
🎲합계정밀·🤫분배회피는 고정번호가 없는 전략이라 대상에서 제외

    회차 |     날짜     |     맞은 번호 | 그 번호를 집은 전략
   317 | 2008-12-27 |        10 | 🔁이월수
   317 | 2008-12-27 |        11 | 🔁이월수
   317 | 2008-12-27 |        22 | 🚀미출현폭탄
   317 | 2008-12-27 |        36 | ✨최약끝수
   317 | 2008-12-27 |        39 | 🔁이월수
   316 | 2008-12-20 |        31 | 🚀미출현폭탄, 🔄휴식회귀
   315 | 2008-12-13 |         1 | 🔄휴식회귀
   314 | 2008-12-06 |        17 | 🔁이월수
   314 | 2008-12-06 |        34 | 🔁이월수
   314 | 2008-12-06 |        38 | 🔄휴식회귀
   313 | 2008-11-29 |        17 | 🔄휴식회귀
   313 | 2008-11-29 |        34 | ✨최약끝수
   313 | 2008-11-29 |        35 | 🚀미출현폭탄
   313 | 2008-11-29 |        45 | 🔄휴식회귀
   312 | 2008-11-22 |         6 | ✨최약끝수
   312 | 2008-11-22 |        12 | 🔁이월수
   311 | 2008-11-15 |         4 | ✨최약끝수
   311 | 2008-11-15 |        24 | 🚀미출현폭탄, ✨최약끝수
   311 | 2008-11-15 |        28 | 🔁이월수
   310 | 2008-11-08 |         1 | 🔁이월수
   310 | 2008-11-08 |         5 | 🔁이월수
   310 | 2008-11-08 |        34 | ✨최약끝수
   309 | 2008-11-01 |        36 | ✨최약끝수
   308 | 2008-10-25 |        14 | ✨최약끝수
   308 | 2008-10-25 |        15 | 🔁이월수
   308 | 2008-10-25 |        17 | 🔄휴식회귀
   308 | 2008-10-25 |        19 | 🎯보너스추적
   308 | 2008-10-25 |        45 | 🔁이월수
   307 | 2008-10-18 |        23 | 🔁이월수
   306 | 2008-10-11 |         4 | ✨최약끝수
   306 | 2008-10-11 |        18 | 🔁이월수
   306 | 2008-10-11 |        23 | 🔁이월수
   306 | 2008-10-11 |        34 | ✨최약끝수
   305 | 2008-10-04 |        23 | 🚀미출현폭탄
   304 | 2008-09-27 |         4 | 🎯보너스추적
   304 | 2008-09-27 |        16 | ✨최약끝수
   304 | 2008-09-27 |        26 | 🎯보너스추적, ✨최약끝수
   303 | 2008-09-20 |        14 | ✨최약끝수
   303 | 2008-09-20 |        38 | 🔁이월수
   302 | 2008-09-13 |        13 | 🔁이월수
   301 | 2008-09-06 |         7 | 🔁이월수
   301 | 2008-09-06 |        43 | 🚀미출현폭탄
   300 | 2008-08-30 |         9 | ✨최약끝수
   300 | 2008-08-30 |        26 | 🚀미출현폭탄
   299 | 2008-08-23 |        25 | 🚀미출현폭탄
   298 | 2008-08-16 |         9 | ✨최약끝수
   298 | 2008-08-16 |        29 | ✨최약끝수
   297 | 2008-08-09 |        19 | ✨최약끝수
   296 | 2008-08-02 |         3 | 🔄휴식회귀
   296 | 2008-08-02 |         8 | 🎯보너스추적
   296 | 2008-08-02 |        15 | 🔄휴식회귀
   295 | 2008-07-26 |        16 | ✨최약끝수
   295 | 2008-07-26 |        38 | 🔁이월수
   294 | 2008-07-19 |         6 | ✨최약끝수
   294 | 2008-07-19 |        10 | 🎯보너스추적
   294 | 2008-07-19 |        17 | 🔁이월수
   294 | 2008-07-19 |        37 | 🔄휴식회귀
   293 | 2008-07-12 |         1 | 🔄휴식회귀
   293 | 2008-07-12 |         9 | 🚀미출현폭탄
   293 | 2008-07-12 |        17 | 🔁이월수
   293 | 2008-07-12 |        33 | 🔁이월수
   292 | 2008-07-05 |        18 | 🔁이월수
   292 | 2008-07-05 |        31 | 🔄휴식회귀
   291 | 2008-06-28 |         7 | 🎯보너스추적
   291 | 2008-06-28 |         8 | 🔁이월수
   291 | 2008-06-28 |        18 | 🔁이월수
   290 | 2008-06-21 |        39 | 🔄휴식회귀
   288 | 2008-06-07 |        12 | 🔁이월수
   288 | 2008-06-07 |        17 | 🎯보너스추적, 🚀미출현폭탄
   288 | 2008-06-07 |        28 | 🚀미출현폭탄
   288 | 2008-06-07 |        35 | 🔁이월수
   288 | 2008-06-07 |        41 | 🎯보너스추적
   287 | 2008-05-31 |        12 | ✨최약끝수
   286 | 2008-05-24 |        40 | 🔁이월수
   286 | 2008-05-24 |        42 | 🎯보너스추적
   285 | 2008-05-17 |        45 | 🔁이월수
   284 | 2008-05-10 |        30 | 🎯보너스추적, 🚀미출현폭탄, ✨최약끝수
   284 | 2008-05-10 |        45 | 🔁이월수
   283 | 2008-05-03 |         8 | ✨최약끝수
   283 | 2008-05-03 |        18 | 🔁이월수, ✨최약끝수
   283 | 2008-05-03 |        31 | 🔁이월수
   283 | 2008-05-03 |        38 | ✨최약끝수
   282 | 2008-04-26 |         2 | 🚀미출현폭탄
   282 | 2008-04-26 |        18 | ✨최약끝수
   280 | 2008-04-12 |        10 | ✨최약끝수
   280 | 2008-04-12 |        11 | 🎯보너스추적
   280 | 2008-04-12 |        23 | 🚀미출현폭탄
   280 | 2008-04-12 |        24 | 🔄휴식회귀
   280 | 2008-04-12 |        36 | 🔁이월수
   280 | 2008-04-12 |        37 | 🔁이월수
   279 | 2008-04-05 |        16 | ✨최약끝수
   279 | 2008-04-05 |        36 | ✨최약끝수
   279 | 2008-04-05 |        37 | 🔁이월수
   277 | 2008-03-22 |        13 | ✨최약끝수
   277 | 2008-03-22 |        15 | 🔁이월수
   277 | 2008-03-22 |        25 | 🎯보너스추적
   276 | 2008-03-15 |        33 | 🚀미출현폭탄
   275 | 2008-03-08 |        14 | 🔁이월수
   275 | 2008-03-08 |        20 | ✨최약끝수
   275 | 2008-03-08 |        35 | 🔁이월수
   275 | 2008-03-08 |        40 | ✨최약끝수
   273 | 2008-02-23 |         8 | ✨최약끝수
   273 | 2008-02-23 |        24 | 🔄휴식회귀
   273 | 2008-02-23 |        31 | 🔄휴식회귀
   272 | 2008-02-16 |         9 | 🔁이월수
   272 | 2008-02-16 |        27 | 🎯보너스추적, 🔁이월수
   271 | 2008-02-09 |         3 | ✨최약끝수
   271 | 2008-02-09 |         9 | 🔁이월수
   271 | 2008-02-09 |        27 | 🎯보너스추적, 🔄휴식회귀
   270 | 2008-02-02 |         5 | 🔁이월수
   270 | 2008-02-02 |        12 | 🎯보너스추적
   270 | 2008-02-02 |        20 | 🔁이월수, ✨최약끝수
   269 | 2008-01-26 |        20 | ✨최약끝수
   268 | 2008-01-19 |        10 | 🚀미출현폭탄, ✨최약끝수
   268 | 2008-01-19 |        24 | 🔁이월수
   266 | 2008-01-05 |         9 | 🔁이월수
   266 | 2008-01-05 |        22 | 🚀미출현폭탄, ✨최약끝수
   266 | 2008-01-05 |        42 | ✨최약끝수
   265 | 2007-12-29 |         5 | 🎯보너스추적
   265 | 2007-12-29 |         9 | 🔁이월수
   264 | 2007-12-22 |        27 | 🔁이월수
   264 | 2007-12-22 |        36 | 🎯보너스추적
   263 | 2007-12-15 |        27 | 🔄휴식회귀
   263 | 2007-12-15 |        40 | ✨최약끝수
   262 | 2007-12-08 |        29 | 🚀미출현폭탄
   262 | 2007-12-08 |        31 | 🔁이월수
   261 | 2007-12-01 |        43 | 🎯보너스추적
   260 | 2007-11-24 |        40 | ✨최약끝수
   259 | 2007-11-17 |         4 | 🎯보너스추적
   259 | 2007-11-17 |        14 | 🔁이월수
   258 | 2007-11-10 |        27 | 🎯보너스추적, 🔁이월수
   258 | 2007-11-10 |        30 | ✨최약끝수
   258 | 2007-11-10 |        31 | 🔁이월수
   258 | 2007-11-10 |        38 | 🔄휴식회귀
   258 | 2007-11-10 |        40 | ✨최약끝수
   257 | 2007-11-03 |        27 | 🎯보너스추적
   257 | 2007-11-03 |        32 | 🎯보너스추적
   255 | 2007-10-20 |         1 | 🔁이월수
   255 | 2007-10-20 |         5 | 🔁이월수
   255 | 2007-10-20 |        24 | 🔁이월수
   255 | 2007-10-20 |        27 | 🎯보너스추적, 🔄휴식회귀
   254 | 2007-10-13 |         5 | 🚀미출현폭탄
   254 | 2007-10-13 |        19 | 🔁이월수
   254 | 2007-10-13 |        20 | ✨최약끝수
   254 | 2007-10-13 |        24 | 🔄휴식회귀
   254 | 2007-10-13 |        30 | ✨최약끝수
   253 | 2007-10-06 |        31 | 🔁이월수
   252 | 2007-09-29 |        14 | 🚀미출현폭탄
   252 | 2007-09-29 |        45 | 🎯보너스추적
   251 | 2007-09-22 |         7 | 🚀미출현폭탄
   251 | 2007-09-22 |        19 | 🔁이월수
   251 | 2007-09-22 |        38 | 🎯보너스추적
   250 | 2007-09-15 |        30 | 🚀미출현폭탄, ✨최약끝수
   249 | 2007-09-08 |         3 | 🔁이월수
   249 | 2007-09-08 |         8 | 🔁이월수
   248 | 2007-09-01 |         3 | 🚀미출현폭탄
   247 | 2007-08-25 |        15 | 🎯보너스추적
   247 | 2007-08-25 |        39 | 🔁이월수
   247 | 2007-08-25 |        40 | ✨최약끝수
   246 | 2007-08-18 |        18 | 🚀미출현폭탄
   245 | 2007-08-11 |        11 | 🔄휴식회귀
   245 | 2007-08-11 |        38 | 🔁이월수
   243 | 2007-07-28 |        19 | 🔁이월수
   242 | 2007-07-21 |        20 | ✨최약끝수
   242 | 2007-07-21 |        21 | 🎯보너스추적, 🔄휴식회귀
   241 | 2007-07-14 |        16 | 🔁이월수
   241 | 2007-07-14 |        28 | ✨최약끝수
   241 | 2007-07-14 |        35 | 🎯보너스추적
   240 | 2007-07-07 |        10 | ✨최약끝수
   240 | 2007-07-07 |        40 | ✨최약끝수
   240 | 2007-07-07 |        41 | 🔁이월수
   239 | 2007-06-30 |        15 | 🔁이월수
   239 | 2007-06-30 |        41 | 🚀미출현폭탄
   237 | 2007-06-16 |         1 | 🔁이월수
   237 | 2007-06-16 |        11 | 🔄휴식회귀
   236 | 2007-06-09 |         4 | 🎯보너스추적
   236 | 2007-06-09 |         8 | 🎯보너스추적, ✨최약끝수
   236 | 2007-06-09 |        37 | 🔁이월수
   236 | 2007-06-09 |        39 | 🎯보너스추적
   235 | 2007-06-02 |        21 | 🔁이월수
   235 | 2007-06-02 |        22 | 🔁이월수
   235 | 2007-06-02 |        26 | 🔁이월수
   235 | 2007-06-02 |        37 | 🔁이월수
   234 | 2007-05-26 |        13 | 🔁이월수
   234 | 2007-05-26 |        22 | ✨최약끝수
   233 | 2007-05-19 |        28 | ✨최약끝수
   232 | 2007-05-12 |         8 | ✨최약끝수
   232 | 2007-05-12 |        10 | 🔁이월수
   232 | 2007-05-12 |        12 | 🎯보너스추적
   232 | 2007-05-12 |        44 | 🔁이월수
   231 | 2007-05-05 |         5 | 🔁이월수
   231 | 2007-05-05 |        10 | 🚀미출현폭탄
   231 | 2007-05-05 |        45 | 🚀미출현폭탄
   230 | 2007-04-28 |         5 | 🔁이월수
   230 | 2007-04-28 |        11 | 🔁이월수
   230 | 2007-04-28 |        32 | 🚀미출현폭탄
   229 | 2007-04-21 |         9 | 🚀미출현폭탄
   229 | 2007-04-21 |        23 | 🎯보너스추적
   229 | 2007-04-21 |        38 | ✨최약끝수
   228 | 2007-04-14 |        39 | ✨최약끝수
   227 | 2007-04-07 |        16 | ✨최약끝수
   227 | 2007-04-07 |        22 | 🔁이월수
   226 | 2007-03-31 |         2 | 🔄휴식회귀
   226 | 2007-03-31 |         6 | 🚀미출현폭탄, ✨최약끝수
   225 | 2007-03-24 |        11 | 🔄휴식회귀
   225 | 2007-03-24 |        19 | 🔁이월수
   225 | 2007-03-24 |        36 | ✨최약끝수
   224 | 2007-03-17 |        26 | 🔁이월수, ✨최약끝수
   224 | 2007-03-17 |        27 | 🔁이월수
   224 | 2007-03-17 |        30 | 🚀미출현폭탄
   223 | 2007-03-10 |         1 | 🔄휴식회귀
   223 | 2007-03-10 |         3 | 🔄휴식회귀
   223 | 2007-03-10 |        26 | ✨최약끝수
   222 | 2007-03-03 |         7 | 🔄휴식회귀
   221 | 2007-02-24 |         2 | 🔄휴식회귀
   221 | 2007-02-24 |        20 | 🎯보너스추적
   220 | 2007-02-17 |        11 | 🔁이월수
   219 | 2007-02-10 |        11 | 🔄휴식회귀
   219 | 2007-02-10 |        20 | 🎯보너스추적
   219 | 2007-02-10 |        26 | 🚀미출현폭탄, ✨최약끝수
   218 | 2007-02-03 |         1 | 🎯보너스추적
   218 | 2007-02-03 |         8 | 🚀미출현폭탄
   218 | 2007-02-03 |        14 | 🔄휴식회귀
   217 | 2007-01-27 |        16 | 🔁이월수, ✨최약끝수
   217 | 2007-01-27 |        33 | 🔁이월수
   216 | 2007-01-20 |         7 | 🔁이월수
   216 | 2007-01-20 |        16 | ✨최약끝수
   216 | 2007-01-20 |        36 | ✨최약끝수
   215 | 2007-01-13 |         7 | 🔁이월수
   215 | 2007-01-13 |        44 | 🔄휴식회귀
   214 | 2007-01-06 |         5 | 🔁이월수
   214 | 2007-01-06 |        20 | 🔁이월수
   214 | 2007-01-06 |        28 | 🚀미출현폭탄, ✨최약끝수
   213 | 2006-12-30 |         3 | 🔄휴식회귀
   213 | 2006-12-30 |         4 | 🚀미출현폭탄
   212 | 2006-12-23 |        11 | 🔄휴식회귀
   212 | 2006-12-23 |        12 | 🔁이월수
   212 | 2006-12-23 |        18 | ✨최약끝수
   212 | 2006-12-23 |        38 | ✨최약끝수
   211 | 2006-12-16 |        12 | 🔄휴식회귀
   210 | 2006-12-09 |        37 | 🎯보너스추적
   209 | 2006-12-02 |        18 | ✨최약끝수
   209 | 2006-12-02 |        24 | 🎯보너스추적
   208 | 2006-11-25 |        14 | 🔁이월수
   208 | 2006-11-25 |        31 | 🔁이월수
   208 | 2006-11-25 |        44 | 🔄휴식회귀
   207 | 2006-11-18 |         3 | 🔁이월수, ✨최약끝수
   206 | 2006-11-11 |         1 | 🔁이월수
   206 | 2006-11-11 |         3 | 🔁이월수, ✨최약끝수
   205 | 2006-11-04 |         3 | 🔁이월수, ✨최약끝수
   205 | 2006-11-04 |        35 | 🔁이월수
   204 | 2006-10-28 |         3 | 🔁이월수, ✨최약끝수
   204 | 2006-10-28 |        45 | 🔄휴식회귀
   203 | 2006-10-21 |         3 | ✨최약끝수
   202 | 2006-10-14 |        33 | ✨최약끝수
   202 | 2006-10-14 |        39 | 🔁이월수
   202 | 2006-10-14 |        44 | 🔁이월수
   201 | 2006-10-07 |         3 | 🚀미출현폭탄, ✨최약끝수
   200 | 2006-09-30 |        13 | ✨최약끝수
   200 | 2006-09-30 |        14 | 🔁이월수
   200 | 2006-09-30 |        17 | 🚀미출현폭탄
   199 | 2006-09-23 |        14 | 🔄휴식회귀
   199 | 2006-09-23 |        25 | 🔁이월수
   199 | 2006-09-23 |        30 | 🎯보너스추적
   198 | 2006-09-16 |        12 | 🔁이월수
   198 | 2006-09-16 |        45 | 🔁이월수
   197 | 2006-09-09 |        45 | 🔁이월수
   196 | 2006-09-02 |        35 | 🔁이월수
   196 | 2006-09-02 |        36 | ✨최약끝수
   196 | 2006-09-02 |        41 | 🚀미출현폭탄
   195 | 2006-08-26 |         7 | 🚀미출현폭탄, ✨최약끝수
   195 | 2006-08-26 |        22 | 🚀미출현폭탄
   194 | 2006-08-19 |        26 | 🔁이월수
   194 | 2006-08-19 |        39 | 🔁이월수
   193 | 2006-08-12 |         6 | ✨최약끝수
   193 | 2006-08-12 |        18 | 🔁이월수
   193 | 2006-08-12 |        26 | ✨최약끝수
   193 | 2006-08-12 |        36 | ✨최약끝수
   192 | 2006-08-05 |         4 | 🔄휴식회귀
   192 | 2006-08-05 |         8 | 🎯보너스추적
   192 | 2006-08-05 |        37 | 🔁이월수
   191 | 2006-07-29 |        37 | ✨최약끝수
   190 | 2006-07-22 |         8 | 🔁이월수
   190 | 2006-07-22 |        14 | 🔁이월수
   190 | 2006-07-22 |        44 | 🚀미출현폭탄
   189 | 2006-07-15 |        37 | ✨최약끝수
   188 | 2006-07-08 |        27 | ✨최약끝수
   188 | 2006-07-08 |        34 | 🔄휴식회귀
   186 | 2006-06-24 |         4 | 🔁이월수
   186 | 2006-06-24 |        14 | 🎯보너스추적
   186 | 2006-06-24 |        19 | 🔁이월수
   185 | 2006-06-17 |         1 | 🔁이월수
   185 | 2006-06-17 |         2 | 🔁이월수
   185 | 2006-06-17 |         8 | 🚀미출현폭탄, ✨최약끝수
   185 | 2006-06-17 |        38 | 🚀미출현폭탄, ✨최약끝수
   184 | 2006-06-10 |         2 | 🔁이월수
   183 | 2006-06-03 |        18 | ✨최약끝수
   183 | 2006-06-03 |        34 | 🔁이월수
   183 | 2006-06-03 |        40 | 🔁이월수
   182 | 2006-05-27 |        13 | 🔄휴식회귀
   182 | 2006-05-27 |        40 | 🔁이월수
   181 | 2006-05-20 |        21 | 🔁이월수
   181 | 2006-05-20 |        32 | 🎯보너스추적
   180 | 2006-05-13 |        20 | 🚀미출현폭탄, ✨최약끝수
   179 | 2006-05-06 |         5 | 🔁이월수
   179 | 2006-05-06 |         9 | 🎯보너스추적
   179 | 2006-05-06 |        17 | ✨최약끝수
   179 | 2006-05-06 |        39 | 🔄휴식회귀
   178 | 2006-04-29 |         1 | 🔁이월수
   178 | 2006-04-29 |        23 | 🚀미출현폭탄
   177 | 2006-04-22 |        16 | 🎯보너스추적
   177 | 2006-04-22 |        37 | ✨최약끝수
   176 | 2006-04-15 |        17 | 🎯보너스추적, 🚀미출현폭탄, ✨최약끝수
   176 | 2006-04-15 |        33 | 🔁이월수
   174 | 2006-04-01 |        14 | 🚀미출현폭탄
   174 | 2006-04-01 |        18 | 🎯보너스추적, 🔄휴식회귀
   174 | 2006-04-01 |        35 | 🎯보너스추적
   174 | 2006-04-01 |        39 | 🔄휴식회귀
   173 | 2006-03-25 |        24 | 🔁이월수
   173 | 2006-03-25 |        30 | 🔄휴식회귀
   172 | 2006-03-18 |         4 | 🔁이월수
   172 | 2006-03-18 |        19 | 🎯보너스추적
   172 | 2006-03-18 |        41 | 🔄휴식회귀
   170 | 2006-03-04 |        13 | 🔄휴식회귀
   170 | 2006-03-04 |        15 | 🚀미출현폭탄
   169 | 2006-02-25 |        27 | ✨최약끝수
   169 | 2006-02-25 |        37 | ✨최약끝수
   169 | 2006-02-25 |        43 | 🔁이월수
   168 | 2006-02-18 |        31 | 🎯보너스추적
   167 | 2006-02-11 |        27 | 🎯보너스추적, 🔁이월수, ✨최약끝수
   167 | 2006-02-11 |        36 | 🔁이월수
   167 | 2006-02-11 |        39 | 🔁이월수
   166 | 2006-02-04 |        27 | 🎯보너스추적, ✨최약끝수
   165 | 2006-01-28 |        13 | 🔄휴식회귀
   165 | 2006-01-28 |        18 | 🔄휴식회귀
   164 | 2006-01-21 |        11 | 🔁이월수
   163 | 2006-01-14 |         7 | ✨최약끝수
   163 | 2006-01-14 |        44 | 🎯보너스추적
   162 | 2006-01-07 |         1 | 🎯보너스추적
   161 | 2005-12-31 |        22 | 🚀미출현폭탄
   161 | 2005-12-31 |        34 | 🔁이월수
   160 | 2005-12-24 |         7 | 🎯보너스추적, 🚀미출현폭탄, ✨최약끝수
   160 | 2005-12-24 |        41 | 🔁이월수
   159 | 2005-12-17 |        18 | 🔁이월수
   158 | 2005-12-10 |         4 | 🎯보너스추적, ✨최약끝수
   158 | 2005-12-10 |        13 | 🔄휴식회귀
   158 | 2005-12-10 |        34 | ✨최약끝수
   157 | 2005-12-03 |        30 | 🔁이월수
   156 | 2005-11-26 |        28 | 🔄휴식회귀
   156 | 2005-11-26 |        42 | 🔄휴식회귀
   155 | 2005-11-19 |        19 | 🔁이월수
   155 | 2005-11-19 |        20 | 🎯보너스추적
   155 | 2005-11-19 |        32 | 🚀미출현폭탄
   155 | 2005-11-19 |        33 | 🎯보너스추적
   153 | 2005-11-05 |        13 | 🔁이월수
   152 | 2005-10-29 |         1 | 🔁이월수
   152 | 2005-10-29 |         5 | 🚀미출현폭탄
   152 | 2005-10-29 |        13 | 🔁이월수
   151 | 2005-10-22 |         1 | 🚀미출현폭탄
   151 | 2005-10-22 |         2 | 🔁이월수
   151 | 2005-10-22 |        18 | 🔁이월수
   151 | 2005-10-22 |        19 | ✨최약끝수
   150 | 2005-10-15 |         2 | 🔁이월수
   150 | 2005-10-15 |        18 | ✨최약끝수
   150 | 2005-10-15 |        28 | 🔄휴식회귀, ✨최약끝수
   149 | 2005-10-08 |        21 | 🔁이월수
   149 | 2005-10-08 |        34 | 🔁이월수
   148 | 2005-10-01 |        21 | 🔁이월수, ✨최약끝수
   148 | 2005-10-01 |        25 | 🎯보너스추적
   148 | 2005-10-01 |        36 | 🎯보너스추적
   147 | 2005-09-24 |        21 | ✨최약끝수
   147 | 2005-09-24 |        42 | 🔁이월수
   146 | 2005-09-17 |         2 | 🔁이월수
   146 | 2005-09-17 |        27 | 🔁이월수
   146 | 2005-09-17 |        41 | ✨최약끝수
   145 | 2005-09-10 |         3 | 🔄휴식회귀
   145 | 2005-09-10 |        20 | 🔄휴식회귀
   144 | 2005-09-03 |        26 | 🔁이월수
   142 | 2005-08-20 |        12 | 🔁이월수
   142 | 2005-08-20 |        34 | ✨최약끝수
   142 | 2005-08-20 |        44 | 🚀미출현폭탄, ✨최약끝수
   141 | 2005-08-13 |         8 | 🎯보너스추적
   141 | 2005-08-13 |        42 | 🔄휴식회귀
   140 | 2005-08-06 |        13 | 🎯보너스추적, 🚀미출현폭탄
   140 | 2005-08-06 |        19 | 🎯보너스추적
   140 | 2005-08-06 |        28 | 🔁이월수
   139 | 2005-07-30 |         9 | ✨최약끝수
   139 | 2005-07-30 |        11 | 🎯보너스추적, 🔁이월수
   139 | 2005-07-30 |        15 | 🎯보너스추적
   139 | 2005-07-30 |        28 | 🔁이월수
   138 | 2005-07-23 |        10 | 🔄휴식회귀
   138 | 2005-07-23 |        11 | 🎯보너스추적
   138 | 2005-07-23 |        39 | 🔁이월수, ✨최약끝수
   137 | 2005-07-16 |         9 | 🚀미출현폭탄, ✨최약끝수
   137 | 2005-07-16 |        36 | 🔁이월수
   137 | 2005-07-16 |        39 | ✨최약끝수
   136 | 2005-07-09 |        16 | 🎯보너스추적
   136 | 2005-07-09 |        36 | 🔄휴식회귀
   135 | 2005-07-02 |        28 | 🔄휴식회귀
   135 | 2005-07-02 |        35 | 🔁이월수
   135 | 2005-07-02 |        39 | 🚀미출현폭탄, ✨최약끝수
   134 | 2005-06-25 |        23 | 🔁이월수
   133 | 2005-06-18 |         4 | 🔄휴식회귀
   133 | 2005-06-18 |        23 | 🔁이월수
   132 | 2005-06-11 |        17 | 🎯보너스추적, 🔄휴식회귀
   131 | 2005-06-04 |        11 | 🔄휴식회귀
   131 | 2005-06-04 |        15 | 🚀미출현폭탄
   130 | 2005-05-28 |        19 | 🔁이월수, ✨최약끝수
   130 | 2005-05-28 |        24 | 🚀미출현폭탄
   130 | 2005-05-28 |        42 | 🔁이월수
   129 | 2005-05-21 |        19 | ✨최약끝수
   129 | 2005-05-21 |        28 | 🔄휴식회귀
   128 | 2005-05-14 |        45 | ✨최약끝수
   127 | 2005-05-07 |         5 | ✨최약끝수
   127 | 2005-05-07 |        43 | 🔁이월수
   126 | 2005-04-30 |        22 | 🔄휴식회귀
   126 | 2005-04-30 |        27 | 🎯보너스추적, 🚀미출현폭탄
   125 | 2005-04-23 |         8 | 🎯보너스추적
   125 | 2005-04-23 |        33 | 🔄휴식회귀
   125 | 2005-04-23 |        35 | 🚀미출현폭탄, ✨최약끝수
   124 | 2005-04-16 |        25 | ✨최약끝수
   123 | 2005-04-09 |        17 | 🔁이월수
   123 | 2005-04-09 |        18 | ✨최약끝수
   123 | 2005-04-09 |        28 | ✨최약끝수
   123 | 2005-04-09 |        30 | 🎯보너스추적
   122 | 2005-04-02 |        16 | 🚀미출현폭탄
   122 | 2005-04-02 |        36 | 🔄휴식회귀
   121 | 2005-03-26 |        28 | ✨최약끝수
   121 | 2005-03-26 |        30 | 🎯보너스추적
   121 | 2005-03-26 |        38 | 🎯보너스추적, 🚀미출현폭탄, ✨최약끝수
   120 | 2005-03-19 |        11 | 🔁이월수
   119 | 2005-03-12 |         3 | 🔁이월수
   119 | 2005-03-12 |        13 | 🚀미출현폭탄
   119 | 2005-03-12 |        17 | 🎯보너스추적, 🔁이월수
   119 | 2005-03-12 |        21 | 🚀미출현폭탄
   118 | 2005-03-05 |        10 | 🔁이월수
   118 | 2005-03-05 |        17 | 🎯보너스추적
   118 | 2005-03-05 |        22 | 🔁이월수
   117 | 2005-02-26 |        22 | 🔄휴식회귀
   117 | 2005-02-26 |        34 | 🔁이월수
   116 | 2005-02-19 |         2 | 🎯보너스추적, 🔁이월수
   116 | 2005-02-19 |        25 | 🔁이월수
   116 | 2005-02-19 |        31 | 🎯보너스추적
   115 | 2005-02-12 |         1 | 🔄휴식회귀
   115 | 2005-02-12 |         2 | 🎯보너스추적, 🚀미출현폭탄
   115 | 2005-02-12 |        25 | 🚀미출현폭탄
   115 | 2005-02-12 |        28 | 🔁이월수, ✨최약끝수
   114 | 2005-02-05 |        19 | 🚀미출현폭탄
   114 | 2005-02-05 |        26 | 🎯보너스추적
   114 | 2005-02-05 |        28 | 🔁이월수, ✨최약끝수
   113 | 2005-01-29 |        28 | ✨최약끝수
   113 | 2005-01-29 |        33 | 🔁이월수
   112 | 2005-01-22 |        29 | ✨최약끝수
   112 | 2005-01-22 |        33 | 🎯보너스추적, 🔁이월수
   111 | 2005-01-15 |         7 | 🔁이월수
   111 | 2005-01-15 |        18 | ✨최약끝수
   111 | 2005-01-15 |        33 | 🎯보너스추적
   109 | 2005-01-01 |        44 | 🔁이월수
   108 | 2004-12-25 |        18 | 🚀미출현폭탄, ✨최약끝수
   108 | 2004-12-25 |        29 | 🎯보너스추적, 🔄휴식회귀
   107 | 2004-12-18 |         1 | 🔄휴식회귀
   107 | 2004-12-18 |         4 | 🔁이월수
   107 | 2004-12-18 |         9 | ✨최약끝수
   106 | 2004-12-11 |        10 | 🎯보너스추적, 🔁이월수
   105 | 2004-12-04 |         8 | ✨최약끝수
   105 | 2004-12-04 |        10 | 🎯보너스추적
   105 | 2004-12-04 |        34 | 🔁이월수
   104 | 2004-11-27 |        34 | 🔄휴식회귀
   104 | 2004-11-27 |        42 | 🎯보너스추적
   102 | 2004-11-13 |        17 | 🔁이월수
   102 | 2004-11-13 |        35 | 🔁이월수
   101 | 2004-11-06 |         1 | 🔁이월수
   101 | 2004-11-06 |        17 | 🔄휴식회귀
   100 | 2004-10-30 |         1 | 🔁이월수
   100 | 2004-10-30 |        11 | 🎯보너스추적, 🚀미출현폭탄
   100 | 2004-10-30 |        37 | 🔁이월수
    99 | 2004-10-23 |         3 | 🎯보너스추적
    99 | 2004-10-23 |        10 | 🚀미출현폭탄, 🔄휴식회귀
    99 | 2004-10-23 |        29 | ✨최약끝수
    98 | 2004-10-16 |         6 | 🔁이월수
    98 | 2004-10-16 |         9 | 🚀미출현폭탄, ✨최약끝수
    98 | 2004-10-16 |        24 | 🔄휴식회귀
    97 | 2004-10-09 |         6 | 🎯보너스추적
    97 | 2004-10-09 |        14 | 🎯보너스추적
    97 | 2004-10-09 |        20 | 🎯보너스추적
    96 | 2004-10-02 |         1 | 🔄휴식회귀
    96 | 2004-10-02 |         8 | 🔁이월수, ✨최약끝수
    96 | 2004-10-02 |        31 | 🔁이월수
    95 | 2004-09-25 |         8 | ✨최약끝수
    95 | 2004-09-25 |        17 | 🎯보너스추적, 🔄휴식회귀
    95 | 2004-09-25 |        34 | 🔁이월수
    94 | 2004-09-18 |        34 | 🔄휴식회귀
    93 | 2004-09-11 |        24 | 🔁이월수
    93 | 2004-09-11 |        36 | 🔁이월수
    93 | 2004-09-11 |        38 | ✨최약끝수
    92 | 2004-09-04 |         3 | 🔄휴식회귀
    92 | 2004-09-04 |        24 | 🔁이월수
